comment,category,tag,keywords
通路に空のカゴ台車が並んで置きっぱなしで棚の商品が見られない 何度10回も送っているがまったく改善される気配もない 買い物ができない 。,サービス・設備,商品陳列,"['通路', 'カゴ台車', '棚', '商品', '見られない', '改善', '買い物']"
昨今、値上げ、値上げで、大変、これはドンキホーテが絶対、徳と云う物をピーアールして欲しい、勝手乍 。,サービス・設備,商品知識,"['値上げ', '大変', 'ドンキホーテ', '徳', 'ピーアール']"
アップデートしたマジカアプリ、クーポンのカテゴリがなくなった気がしますが見落としでしょうか？探しづらい感じがします 。,サービス・設備,割引サービス,"['マジカアプリ', 'クーポン', 'カテゴリ', '見落とし', '探し']"
以前指摘したのですが、クーポンは入手できても、対象の品物の在庫がまたありませんでした 本当に売る気はあるのでしょうか？在庫管理のずさんさが目立ちます 。,サービス・設備,商品在庫,"['クーポン', '在庫', '売る気']"
いつもありがとうございます 食品の位置が変更になったようで、お疲れ様でした いつもクーポン利用で購入しているお菓子が移動しており、メイン通路とお菓子コーナーを探しましたが見つからなかったです（ ;  ; ）しかし、お会計後に別の通路のところに移動してあるのを見つけて…少し悩ましかったです 。,商品,商品陳列,"['食品', '位置', '変更', 'クーポン', 'お菓子', 'メイン通路', 'お菓子コーナー', 'お会計', '通路']"
このご時世値上がりは仕方ないけど値上げしておいて安値維持とか書かないでほしい。,商品,商品知識,"['値上げ', '安値維持']"
これからもワクワクドキドキする商品や品揃え さらにそれを探す、まるで探検するかのような買い物ができる店舗づくりをお願いします！。,商品,商品陳列,"['ワクワク', 'ドキドキ', '探検', '買い物']"
チョコレート菓子が安くて助かってます！チョコレートが無い人生なんて考えられないので 。,商品,菓子・珍味,"['チョコレート', '安い']"
レジが遅いうえに態度がわるい。,サービス・設備,レジ処理の速度,"['遅い', '態度', 'わるい']"
クーポン発券機の所在がわかりにくかった。,サービス・設備,店内レイアウト,"['クーポン発券機', '所在', 'わかりにくい']"
野菜を置いて欲しい。,商品,ベジタブル・フルーツ,['野菜']
今日もいいお買い物ができましたこれからも、良い品！を安く！でよろしくお願いします。,商品,商品知識,"['お買い物', '良い品', '安く']"
定員さんの対応は良いです しかしながら、キラキラシールプレゼントを得る為に、別のサービスカウンターまで移動するのは難儀な事 更に氏名まで記載され、簡易にして欲しい 知っていれば、モラわかなったです 会計時に、素早く受け取れる様にした方が良いと思いました また、フードコートが無くなり、レジの位置が移動してましたが、レジと買い物した商品を置く場所の空間が狭く、他の買い物客とぶつかりそうな距離 改善した方が移動し易く、お客さまの為になると感じました 。,サービス・設備,接客態度,"['定員さん', '対応', 'キラキラシールプレゼント', 'サービスカウンター', '移動', '氏名', '簡易', 'モラわか', '会計時', '受け取る', 'フードコート', 'レジ', '買い物', '空間', '改善', '移動', 'お客さま']"
今日も、皆さん感じ良かったです 。,サービス・設備,接客態度,['感じ良かった']
いつも親切丁寧です!日本人以外の方も、もう少し愛想が良ければもっと良いと思います 。,サービス・設備,接客態度,"['親切', '丁寧', '日本人', '愛想']"
間違えて買い物をしてしまい、返品の際、サービスカウンターの方が親切に対応して下さり、ありがとうございました 。,サービス・設備,接客態度,"['返品', '親切']"
て早くていい。,サービス・設備,レジ処理の速度,"['早い', '速い', 'スピーディー']"
矢作のドンキ最高。,サービス・設備,接客態度,"['矢作', 'ドンキ', '最高']"
クーポン商品の配送が遅れており、また足を運ばなくてはならないのが近いところではない為に、手間でした 。,商品,商品在庫,"['クーポン', '配送', '遅れ', '足を運ぶ', '手間']"
レジの接客は大変しっかりされてまして、気持ちよかったですよ 。,サービス・設備,接客態度,"['レジ', '接客', 'しっかり', '気持ちよかった']"
急にレジが混みだしても、直ぐに別のレジに人が入ってテキパキ会計を笑顔で進めてくださったので待たされている感覚はありませんでした。,サービス・設備,レジ処理の速度,"['レジ', '混み', '別のレジ', '会計', '笑顔']"
商品の豊富さ感激。,商品,商品陳列,"['豊富さ', '感激']"
黒マー油を置いて欲しいです 。,商品,ホームグッズ,['黒マー油']
レジで対応して頂いた時、精算をしていた方とは別の店員さんが精算していた方に話しかけ、無言でレシートを渡されました レジも混雑しており、確認しなきゃならないことがあったのかもしれませんが、何も言わずにレシートを渡されそのまま対応を終えられたのは不快に感じました 。,サービス・設備,接客態度,"['レジ', '対応', '精算', '店員', 'レシート', '不快']"
クーポン商品の表示が、以前より分かりやすくなった気がする 。,商品,商品陳列,"['クーポン', '表示', '分かりやすい']"
POPがカートに当たって邪魔 POPを商品でおさえているから商品取るとPOPが落ちる 。,商品,商品陳列,"['POP', 'カート', '邪魔', '商品', '取る', '落ちる']"
朝一は品出し中が多く、カートが通りにくい通路が多い客に気を使わせたらおしまいでは？。,サービス・設備,商品陳列,"['品出し中', 'カート', '通路']"
お酒類が安いので、よく利用させてもらっています お酒の値段安いまま提供して下さるととても助かります！！。,サービス・設備,リカー＆ワイン,"['対応', '気持ちがいい', 'お酒', '安い', '利用']"
ギフト券が使えるか尋ねたら丁寧に、対応してくれましたよ 。,サービス・設備,接客態度,"['ギフト券', '使える']"
中洲川端店のレジのかたは、親切丁寧！！。,サービス・設備,接客態度,"['中洲川端店', 'レジ', '親切', '丁寧']"
